Strategy,Total,Pit in Laps
2-stop S→M→S   ,87:06.130,"[19, 21]"
2-stop S→M→S   ,87:06.130,"[45, 47]"
2-stop M→S→S   ,87:06.130,"[2, 21]"
2-stop M→S→S   ,87:06.130,"[2, 47]"
2-stop S→M→H   ,87:06.137,"[5, 22]"
2-stop S→H→M   ,87:06.137,"[5, 49]"
2-stop M→S→H   ,87:06.137,"[17, 22]"
2-stop M→H→S   ,87:06.137,"[17, 61]"
2-stop H→S→M   ,87:06.137,"[44, 49]"
2-stop H→M→S   ,87:06.137,"[44, 61]"
2-stop M→M→H   ,87:06.139,"[21, 62]"
2-stop M→M→H   ,87:06.139,"[41, 62]"
2-stop M→H→M   ,87:06.139,"[21, 25]"
2-stop M→H→M   ,87:06.139,"[41, 45]"
2-stop H→M→M   ,87:06.139,"[4, 25]"
2-stop H→M→M   ,87:06.139,"[4, 45]"
2-stop M→M→H   ,87:06.141,"[8, 47]"
2-stop M→M→H   ,87:06.141,"[39, 47]"
2-stop M→H→M   ,87:06.141,"[8, 27]"
2-stop M→H→M   ,87:06.141,"[39, 58]"
2-stop H→M→M   ,87:06.141,"[19, 27]"
2-stop H→M→M   ,87:06.141,"[19, 58]"
2-stop S→S→M   ,87:06.145,"[17, 62]"
2-stop S→S→M   ,87:06.145,"[45, 62]"
2-stop S→M→S   ,87:06.145,"[17, 21]"
2-stop S→M→S   ,87:06.145,"[45, 49]"
2-stop M→S→S   ,87:06.145,"[4, 21]"
2-stop M→S→S   ,87:06.145,"[4, 49]"
2-stop S→H→H   ,87:06.149,"[12, 21]"
2-stop S→H→H   ,87:06.149,"[12, 57]"
2-stop M→H→H   ,87:06.149,"[27, 29]"
2-stop M→H→H   ,87:06.149,"[27, 64]"
2-stop H→S→H   ,87:06.149,"[9, 21]"
2-stop H→S→H   ,87:06.149,"[45, 57]"
2-stop H→M→H   ,87:06.149,"[2, 29]"
2-stop H→M→H   ,87:06.149,"[37, 64]"
2-stop H→H→S   ,87:06.149,"[9, 54]"
2-stop H→H→S   ,87:06.149,"[45, 54]"
2-stop H→H→M   ,87:06.149,"[2, 39]"
2-stop H→H→M   ,87:06.149,"[37, 39]"
2-stop S→S→M   ,87:06.150,"[10, 19]"
2-stop S→M→S   ,87:06.150,"[9, 56]"
2-stop S→M→S   ,87:06.150,"[10, 57]"
2-stop S→S→M   ,87:06.150,"[9, 19]"
2-stop M→S→S   ,87:06.150,"[47, 56]"
2-stop M→S→S   ,87:06.150,"[47, 57]"
2-stop M→M→H   ,87:06.151,"[17, 58]"
2-stop M→M→H   ,87:06.151,"[41, 58]"
2-stop M→H→M   ,87:06.151,"[17, 25]"
2-stop M→H→M   ,87:06.151,"[41, 49]"
2-stop H→M→M   ,87:06.151,"[8, 25]"
2-stop H→M→M   ,87:06.151,"[8, 49]"
2-stop M→M→H   ,87:06.153,"[2, 36]"
2-stop M→M→H   ,87:06.153,"[34, 36]"
2-stop M→H→M   ,87:06.153,"[2, 32]"
2-stop M→H→M   ,87:06.153,"[34, 64]"
2-stop H→M→M   ,87:06.153,"[30, 32]"
2-stop H→M→M   ,87:06.153,"[30, 64]"
2-stop S→H→H   ,87:06.164,"[39, 51]"
2-stop S→H→H   ,87:06.164,"[39, 54]"
2-stop H→S→H   ,87:06.164,"[12, 51]"
2-stop H→S→H   ,87:06.164,"[15, 54]"
2-stop H→H→S   ,87:06.164,"[12, 27]"
2-stop H→H→S   ,87:06.164,"[15, 27]"
2-stop S→M→H   ,87:06.175,"[8, 50]"
2-stop S→H→M   ,87:06.175,"[8, 24]"
2-stop M→S→H   ,87:06.175,"[42, 50]"
2-stop M→H→S   ,87:06.175,"[42, 58]"
2-stop H→S→M   ,87:06.175,"[16, 24]"
2-stop H→M→S   ,87:06.175,"[16, 58]"
2-stop S→H→H   ,87:06.176,"[38, 42]"
2-stop S→H→H   ,87:06.176,"[38, 62]"
2-stop H→S→H   ,87:06.176,"[4, 42]"
2-stop H→S→H   ,87:06.176,"[24, 62]"
2-stop H→H→S   ,87:06.176,"[4, 28]"
2-stop H→H→S   ,87:06.176,"[24, 28]"
2-stop S→S→H   ,87:06.179,"[8, 17]"
2-stop S→S→H   ,87:06.179,"[9, 17]"
2-stop S→H→S   ,87:06.179,"[8, 57]"
2-stop S→H→S   ,87:06.179,"[9, 58]"
2-stop H→S→S   ,87:06.179,"[49, 57]"
2-stop H→S→S   ,87:06.179,"[49, 58]"
2-stop S→H→H   ,87:06.188,"[7, 28]"
2-stop S→H→H   ,87:06.188,"[7, 45]"
2-stop H→S→H   ,87:06.188,"[21, 28]"
2-stop H→S→H   ,87:06.188,"[38, 45]"
2-stop H→H→S   ,87:06.188,"[21, 59]"
2-stop H→H→S   ,87:06.188,"[38, 59]"
2-stop M→M→H   ,87:06.193,"[6, 44]"
2-stop M→M→H   ,87:06.193,"[38, 44]"
2-stop M→H→M   ,87:06.193,"[6, 28]"
2-stop M→H→M   ,87:06.193,"[38, 60]"
2-stop H→M→M   ,87:06.193,"[22, 28]"
2-stop H→M→M   ,87:06.193,"[22, 60]"
2-stop M→H→H   ,87:06.203,"[13, 30]"
2-stop M→H→H   ,87:06.203,"[13, 49]"
2-stop H→M→H   ,87:06.203,"[17, 30]"
2-stop H→M→H   ,87:06.203,"[36, 49]"
2-stop H→H→M   ,87:06.203,"[17, 53]"
2-stop H→H→M   ,87:06.203,"[36, 53]"
2-stop S→S→M   ,87:06.205,"[2, 44]"
2-stop S→S→M   ,87:06.205,"[42, 44]"
2-stop S→M→S   ,87:06.205,"[2, 24]"
2-stop S→M→S   ,87:06.205,"[42, 64]"
2-stop M→S→S   ,87:06.205,"[22, 24]"
2-stop M→S→S   ,87:06.205,"[22, 64]"
2-stop M→H→H   ,87:06.205,"[11, 33]"
2-stop M→H→H   ,87:06.205,"[11, 44]"
2-stop H→M→H   ,87:06.205,"[22, 33]"
2-stop H→M→H   ,87:06.205,"[33, 44]"
2-stop H→H→M   ,87:06.205,"[22, 55]"
2-stop H→H→M   ,87:06.205,"[33, 55]"
2-stop S→S→M   ,87:06.220,"[8, 19]"
2-stop S→S→M   ,87:06.220,"[11, 19]"
2-stop S→M→S   ,87:06.220,"[8, 55]"
2-stop S→M→S   ,87:06.220,"[11, 58]"
2-stop M→S→S   ,87:06.220,"[47, 55]"
2-stop M→S→S   ,87:06.220,"[47, 58]"
2-stop S→H→H   ,87:06.230,"[6, 33]"
2-stop S→H→H   ,87:06.230,"[6, 39]"
2-stop H→S→H   ,87:06.230,"[27, 33]"
2-stop H→S→H   ,87:06.230,"[33, 39]"
2-stop H→H→S   ,87:06.230,"[27, 60]"
2-stop H→H→S   ,87:06.230,"[33, 60]"
2-stop S→M→H   ,87:06.235,"[12, 56]"
2-stop S→H→M   ,87:06.235,"[12, 22]"
2-stop H→M→S   ,87:06.235,"[10, 54]"
2-stop M→S→H   ,87:06.235,"[44, 56]"
2-stop M→H→S   ,87:06.235,"[44, 54]"
2-stop H→S→M   ,87:06.235,"[10, 22]"
2-stop M→M→H   ,87:06.243,"[1, 29]"
2-stop M→M→H   ,87:06.243,"[28, 29]"
2-stop M→H→M   ,87:06.243,"[1, 38]"
2-stop M→H→M   ,87:06.243,"[28, 65]"
2-stop H→M→M   ,87:06.243,"[37, 38]"
2-stop H→M→M   ,87:06.243,"[37, 65]"
2-stop M→H→H   ,87:06.245,"[16, 28]"
2-stop M→H→H   ,87:06.245,"[16, 54]"
2-stop H→M→H   ,87:06.245,"[12, 28]"
2-stop H→M→H   ,87:06.245,"[38, 54]"
2-stop H→H→M   ,87:06.245,"[12, 50]"
2-stop H→H→M   ,87:06.245,"[38, 50]"
2-stop M→H→H   ,87:06.247,"[37, 47]"
2-stop M→H→H   ,87:06.247,"[37, 56]"
2-stop H→M→H   ,87:06.247,"[10, 47]"
2-stop H→M→H   ,87:06.247,"[19, 56]"
2-stop H→H→M   ,87:06.247,"[10, 29]"
2-stop H→H→M   ,87:06.247,"[19, 29]"
2-stop S→S→H   ,87:06.249,"[7, 17]"
2-stop S→S→H   ,87:06.249,"[10, 17]"
2-stop S→H→S   ,87:06.249,"[7, 56]"
2-stop S→H→S   ,87:06.249,"[10, 59]"
2-stop H→S→S   ,87:06.249,"[49, 56]"
2-stop H→S→S   ,87:06.249,"[49, 59]"
2-stop S→H→H   ,87:06.252,"[39, 50]"
2-stop S→H→H   ,87:06.252,"[39, 55]"
2-stop H→S→H   ,87:06.252,"[11, 50]"
2-stop H→S→H   ,87:06.252,"[16, 55]"
2-stop H→H→S   ,87:06.252,"[11, 27]"
2-stop H→H→S   ,87:06.252,"[16, 27]"
2-stop S→M→M   ,87:06.258,"[2, 24]"
2-stop S→M→M   ,87:06.258,"[2, 44]"
2-stop M→S→M   ,87:06.258,"[22, 24]"
2-stop M→S→M   ,87:06.258,"[42, 44]"
2-stop M→M→S   ,87:06.258,"[22, 64]"
2-stop M→M→S   ,87:06.258,"[42, 64]"
2-stop S→S→H   ,87:06.259,"[4, 44]"
2-stop S→S→H   ,87:06.259,"[40, 44]"
2-stop S→H→S   ,87:06.259,"[4, 26]"
2-stop S→H→S   ,87:06.259,"[40, 62]"
2-stop M→H→H   ,87:06.259,"[10, 38]"
2-stop H→S→S   ,87:06.259,"[22, 26]"
2-stop H→S→S   ,87:06.259,"[22, 62]"
2-stop H→M→H   ,87:06.259,"[28, 38]"
2-stop H→H→M   ,87:06.259,"[28, 56]"
2-stop M→M→H   ,87:06.261,"[22, 63]"
2-stop M→M→H   ,87:06.261,"[41, 63]"
2-stop M→H→M   ,87:06.261,"[22, 25]"
2-stop M→H→M   ,87:06.261,"[41, 44]"
2-stop H→M→M   ,87:06.261,"[3, 25]"
2-stop H→M→M   ,87:06.261,"[3, 44]"
2-stop M→H→H   ,87:06.267,"[12, 31]"
2-stop M→H→H   ,87:06.267,"[12, 47]"
2-stop H→M→H   ,87:06.267,"[19, 31]"
2-stop H→M→H   ,87:06.267,"[35, 47]"
2-stop H→H→M   ,87:06.267,"[19, 54]"
2-stop H→H→M   ,87:06.267,"[35, 54]"
2-stop M→H→H   ,87:06.277,"[14, 29]"
2-stop M→H→H   ,87:06.277,"[14, 51]"
2-stop H→M→H   ,87:06.277,"[15, 29]"
2-stop H→M→H   ,87:06.277,"[37, 51]"
2-stop H→H→M   ,87:06.277,"[15, 52]"
2-stop H→H→M   ,87:06.277,"[37, 52]"
2-stop M→M→H   ,87:06.279,"[16, 57]"
2-stop M→M→H   ,87:06.279,"[41, 57]"
2-stop M→H→M   ,87:06.279,"[16, 25]"
2-stop M→H→M   ,87:06.279,"[41, 50]"
2-stop H→M→M   ,87:06.279,"[9, 25]"
2-stop H→M→M   ,87:06.279,"[9, 50]"
2-stop M→H→H   ,87:06.281,"[10, 37]"
2-stop M→H→H   ,87:06.281,"[10, 39]"
2-stop H→M→H   ,87:06.281,"[27, 37]"
2-stop H→M→H   ,87:06.281,"[29, 39]"
2-stop H→H→M   ,87:06.281,"[27, 56]"
2-stop H→H→M   ,87:06.281,"[29, 56]"
2-stop M→M→H   ,87:06.285,"[7, 24]"
2-stop M→M→H   ,87:06.285,"[17, 24]"
2-stop M→H→M   ,87:06.285,"[7, 49]"
2-stop M→H→M   ,87:06.285,"[17, 59]"
2-stop H→M→M   ,87:06.285,"[42, 49]"
2-stop H→M→M   ,87:06.285,"[42, 59]"
2-stop S→M→H   ,87:06.292,"[15, 60]"
2-stop S→H→M   ,87:06.292,"[15, 21]"
2-stop M→S→H   ,87:06.292,"[45, 60]"
2-stop M→H→S   ,87:06.292,"[45, 51]"
2-stop H→S→M   ,87:06.292,"[6, 21]"
2-stop H→M→S   ,87:06.292,"[6, 51]"
2-stop M→M→H   ,87:06.295,"[3, 26]"
2-stop M→M→H   ,87:06.295,"[23, 26]"
2-stop M→H→M   ,87:06.295,"[3, 43]"
2-stop M→H→M   ,87:06.295,"[23, 63]"
2-stop H→M→M   ,87:06.295,"[40, 43]"
2-stop H→M→M   ,87:06.295,"[40, 63]"
2-stop S→S→M   ,87:06.297,"[16, 61]"
2-stop S→S→M   ,87:06.297,"[45, 61]"
2-stop S→M→S   ,87:06.297,"[16, 21]"
2-stop S→M→S   ,87:06.297,"[45, 50]"
2-stop M→S→S   ,87:06.297,"[5, 21]"
2-stop M→S→S   ,87:06.297,"[5, 50]"
2-stop M→M→H   ,87:06.297,"[2, 27]"
2-stop M→M→H   ,87:06.297,"[25, 27]"
2-stop M→H→M   ,87:06.297,"[2, 41]"
2-stop M→H→M   ,87:06.297,"[25, 64]"
2-stop H→M→M   ,87:06.297,"[39, 41]"
2-stop H→M→M   ,87:06.297,"[39, 64]"
2-stop M→H→H   ,87:06.299,"[25, 28]"
2-stop M→H→H   ,87:06.299,"[25, 63]"
2-stop H→M→H   ,87:06.299,"[3, 28]"
2-stop H→M→H   ,87:06.299,"[38, 63]"
2-stop H→H→M   ,87:06.299,"[3, 41]"
2-stop H→H→M   ,87:06.299,"[38, 41]"
2-stop S→M→M   ,87:06.330,"[18, 20]"
2-stop S→M→M   ,87:06.330,"[18, 64]"
2-stop M→S→M   ,87:06.330,"[2, 20]"
2-stop M→S→M   ,87:06.330,"[46, 64]"
2-stop M→M→S   ,87:06.330,"[2, 48]"
2-stop M→M→S   ,87:06.330,"[46, 48]"
2-stop S→M→H   ,87:06.338,"[11, 19]"
2-stop S→H→M   ,87:06.338,"[11, 58]"
2-stop M→S→H   ,87:06.338,"[8, 19]"
2-stop M→H→S   ,87:06.338,"[8, 55]"
2-stop H→S→M   ,87:06.338,"[47, 58]"
2-stop H→M→S   ,87:06.338,"[47, 55]"
2-stop M→H→H   ,87:06.347,"[10, 36]"
2-stop M→H→H   ,87:06.347,"[10, 40]"
2-stop H→M→H   ,87:06.347,"[26, 36]"
2-stop H→M→H   ,87:06.347,"[30, 40]"
2-stop H→H→M   ,87:06.347,"[26, 56]"
2-stop H→H→M   ,87:06.347,"[30, 56]"
2-stop S→M→H   ,87:06.350,"[38, 40]"
2-stop S→H→M   ,87:06.350,"[38, 64]"
2-stop M→S→H   ,87:06.350,"[2, 40]"
2-stop M→H→S   ,87:06.350,"[2, 28]"
2-stop H→S→M   ,87:06.350,"[26, 64]"
2-stop H→M→S   ,87:06.350,"[26, 28]"
2-stop M→M→H   ,87:06.351,"[1, 33]"
2-stop M→M→H   ,87:06.351,"[32, 33]"
2-stop M→H→M   ,87:06.351,"[1, 34]"
2-stop M→H→M   ,87:06.351,"[32, 65]"
2-stop H→M→M   ,87:06.351,"[33, 34]"
2-stop H→M→M   ,87:06.351,"[33, 65]"
2-stop M→H→H   ,87:06.353,"[34, 37]"
2-stop M→H→H   ,87:06.353,"[34, 63]"
2-stop H→M→H   ,87:06.353,"[3, 37]"
2-stop H→M→H   ,87:06.353,"[29, 63]"
2-stop H→H→M   ,87:06.353,"[3, 32]"
2-stop H→H→M   ,87:06.353,"[29, 32]"
2-stop S→M→H   ,87:06.358,"[2, 38]"
2-stop S→H→M   ,87:06.358,"[2, 30]"
2-stop M→S→H   ,87:06.358,"[36, 38]"
2-stop M→H→S   ,87:06.358,"[36, 64]"
2-stop H→S→M   ,87:06.358,"[28, 30]"
2-stop H→M→S   ,87:06.358,"[28, 64]"
2-stop S→S→M   ,87:06.360,"[7, 19]"
2-stop S→S→M   ,87:06.360,"[12, 19]"
2-stop S→M→S   ,87:06.360,"[7, 54]"
2-stop S→M→S   ,87:06.360,"[12, 59]"
2-stop M→S→S   ,87:06.360,"[47, 54]"
2-stop M→S→S   ,87:06.360,"[47, 59]"
2-stop S→S→M   ,87:06.367,"[20, 65]"
2-stop S→S→M   ,87:06.367,"[45, 65]"
2-stop S→M→S   ,87:06.367,"[20, 21]"
2-stop S→M→S   ,87:06.367,"[45, 46]"
2-stop M→S→S   ,87:06.367,"[1, 21]"
2-stop M→S→S   ,87:06.367,"[1, 46]"
2-stop S→M→H   ,87:06.369,"[1, 27]"
2-stop S→H→M   ,87:06.369,"[1, 40]"
2-stop M→S→H   ,87:06.369,"[26, 27]"
2-stop M→H→S   ,87:06.369,"[26, 65]"
2-stop H→S→M   ,87:06.369,"[39, 40]"
2-stop H→M→S   ,87:06.369,"[39, 65]"
2-stop S→S→H   ,87:06.378,"[14, 58]"
2-stop S→S→H   ,87:06.378,"[44, 58]"
2-stop S→H→S   ,87:06.378,"[14, 22]"
2-stop S→H→S   ,87:06.378,"[44, 52]"
2-stop H→S→S   ,87:06.378,"[8, 22]"
2-stop H→S→S   ,87:06.378,"[8, 52]"
2-stop S→H→H   ,87:06.384,"[6, 32]"
2-stop S→H→H   ,87:06.384,"[6, 40]"
2-stop S→H→H   ,87:06.384,"[39, 49]"
2-stop S→H→H   ,87:06.384,"[39, 56]"
2-stop H→S→H   ,87:06.384,"[10, 49]"
2-stop H→S→H   ,87:06.384,"[17, 56]"
2-stop H→S→H   ,87:06.384,"[26, 32]"
2-stop H→S→H   ,87:06.384,"[34, 40]"
2-stop H→H→S   ,87:06.384,"[10, 27]"
2-stop H→H→S   ,87:06.384,"[17, 27]"
2-stop H→H→S   ,87:06.384,"[26, 60]"
2-stop H→H→S   ,87:06.384,"[34, 60]"
2-stop S→M→H   ,87:06.386,"[2, 25]"
2-stop S→H→M   ,87:06.386,"[2, 43]"
2-stop M→S→H   ,87:06.386,"[23, 25]"
2-stop M→H→S   ,87:06.386,"[23, 64]"
2-stop H→S→M   ,87:06.386,"[41, 43]"
2-stop H→M→S   ,87:06.386,"[41, 64]"
2-stop S→S→H   ,87:06.389,"[6, 17]"
2-stop S→S→H   ,87:06.389,"[11, 17]"
2-stop S→H→S   ,87:06.389,"[6, 55]"
2-stop S→H→S   ,87:06.389,"[11, 60]"
2-stop H→S→S   ,87:06.389,"[49, 55]"
2-stop H→S→S   ,87:06.389,"[49, 60]"
2-stop S→M→M   ,87:06.390,"[42, 46]"
2-stop S→M→M   ,87:06.390,"[42, 62]"
2-stop M→S→M   ,87:06.390,"[4, 46]"
2-stop M→S→M   ,87:06.390,"[20, 62]"
2-stop M→M→S   ,87:06.390,"[4, 24]"
2-stop M→M→S   ,87:06.390,"[20, 24]"
2-stop S→M→M   ,87:06.391,"[17, 20]"
2-stop S→M→M   ,87:06.391,"[17, 63]"
2-stop M→S→M   ,87:06.391,"[3, 20]"
2-stop M→M→S   ,87:06.391,"[3, 49]"
2-stop M→S→M   ,87:06.391,"[46, 63]"
2-stop M→M→S   ,87:06.391,"[46, 49]"
2-stop M→H→H   ,87:06.409,"[36, 42]"
2-stop M→H→H   ,87:06.409,"[36, 60]"
2-stop H→M→H   ,87:06.409,"[6, 42]"
2-stop H→M→H   ,87:06.409,"[24, 60]"
2-stop H→H→M   ,87:06.409,"[6, 30]"
2-stop H→H→M   ,87:06.409,"[24, 30]"
2-stop S→M→M   ,87:06.420,"[6, 22]"
2-stop S→M→M   ,87:06.420,"[6, 50]"
2-stop M→S→M   ,87:06.420,"[16, 22]"
2-stop M→S→M   ,87:06.420,"[44, 50]"
2-stop M→M→S   ,87:06.420,"[16, 60]"
2-stop M→M→S   ,87:06.420,"[44, 60]"
2-stop S→M→H   ,87:06.425,"[8, 20]"
2-stop S→H→M   ,87:06.425,"[8, 54]"
2-stop M→S→H   ,87:06.425,"[12, 20]"
2-stop M→H→S   ,87:06.425,"[12, 58]"
2-stop H→S→M   ,87:06.425,"[46, 54]"
2-stop H→M→S   ,87:06.425,"[46, 58]"
2-stop S→M→H   ,87:06.431,"[41, 53]"
2-stop S→H→M   ,87:06.431,"[41, 54]"
2-stop M→S→H   ,87:06.431,"[12, 53]"
2-stop M→H→S   ,87:06.431,"[12, 25]"
2-stop H→S→M   ,87:06.431,"[13, 54]"
2-stop H→M→S   ,87:06.431,"[13, 25]"
2-stop S→M→M   ,87:06.432,"[19, 20]"
2-stop S→M→M   ,87:06.432,"[19, 65]"
2-stop M→S→M   ,87:06.432,"[1, 20]"
2-stop M→S→M   ,87:06.432,"[46, 65]"
2-stop M→M→S   ,87:06.432,"[1, 47]"
2-stop M→M→S   ,87:06.432,"[46, 47]"
2-stop M→M→H   ,87:06.433,"[23, 64]"
2-stop M→M→H   ,87:06.433,"[41, 64]"
2-stop M→H→M   ,87:06.433,"[23, 25]"
2-stop M→H→M   ,87:06.433,"[41, 43]"
2-stop H→M→M   ,87:06.433,"[2, 25]"
2-stop H→M→M   ,87:06.433,"[2, 43]"
2-stop M→H→H   ,87:06.437,"[30, 31]"
2-stop M→H→H   ,87:06.437,"[30, 65]"
2-stop H→M→H   ,87:06.437,"[1, 31]"
2-stop H→M→H   ,87:06.437,"[35, 65]"
2-stop H→H→M   ,87:06.437,"[1, 36]"
2-stop H→H→M   ,87:06.437,"[35, 36]"
2-stop S→H→H   ,87:06.439,"[8, 25]"
2-stop S→H→H   ,87:06.439,"[8, 49]"
2-stop H→S→H   ,87:06.439,"[17, 25]"
2-stop H→S→H   ,87:06.439,"[41, 49]"
2-stop H→H→S   ,87:06.439,"[17, 58]"
2-stop H→H→S   ,87:06.439,"[41, 58]"
2-stop M→H→H   ,87:06.443,"[33, 35]"
2-stop M→H→H   ,87:06.443,"[33, 64]"
2-stop H→M→H   ,87:06.443,"[2, 35]"
2-stop H→M→H   ,87:06.443,"[31, 64]"
2-stop H→H→M   ,87:06.443,"[2, 33]"
2-stop H→H→M   ,87:06.443,"[31, 33]"
2-stop M→H→H   ,87:06.451,"[20, 27]"
2-stop M→H→H   ,87:06.451,"[20, 59]"
2-stop H→M→H   ,87:06.451,"[7, 27]"
2-stop H→M→H   ,87:06.451,"[39, 59]"
2-stop H→H→M   ,87:06.451,"[7, 46]"
2-stop H→H→M   ,87:06.451,"[39, 46]"
2-stop M→M→H   ,87:06.457,"[15, 56]"
2-stop M→M→H   ,87:06.457,"[41, 56]"
2-stop M→H→M   ,87:06.457,"[15, 25]"
2-stop M→H→M   ,87:06.457,"[41, 51]"
2-stop M→H→H   ,87:06.457,"[10, 35]"
2-stop M→H→H   ,87:06.457,"[10, 41]"
2-stop H→M→M   ,87:06.457,"[10, 25]"
2-stop H→M→M   ,87:06.457,"[10, 51]"
2-stop H→M→H   ,87:06.457,"[25, 35]"
2-stop H→M→H   ,87:06.457,"[31, 41]"
2-stop H→H→M   ,87:06.457,"[25, 56]"
2-stop H→H→M   ,87:06.457,"[31, 56]"
2-stop M→H→H   ,87:06.467,"[37, 46]"
2-stop M→H→H   ,87:06.467,"[37, 57]"
2-stop H→M→H   ,87:06.467,"[9, 46]"
2-stop H→M→H   ,87:06.467,"[20, 57]"
2-stop H→H→M   ,87:06.467,"[9, 29]"
2-stop H→H→M   ,87:06.467,"[20, 29]"
2-stop M→H→H   ,87:06.469,"[11, 32]"
2-stop M→H→H   ,87:06.469,"[11, 45]"
2-stop H→M→H   ,87:06.469,"[21, 32]"
2-stop H→M→H   ,87:06.469,"[34, 45]"
2-stop H→H→M   ,87:06.469,"[21, 55]"
2-stop H→H→M   ,87:06.469,"[34, 55]"
2-stop M→H→H   ,87:06.473,"[19, 27]"
2-stop M→H→H   ,87:06.473,"[19, 58]"
2-stop H→M→H   ,87:06.473,"[8, 27]"
2-stop H→M→H   ,87:06.473,"[39, 58]"
2-stop H→H→M   ,87:06.473,"[8, 47]"
2-stop H→H→M   ,87:06.473,"[39, 47]"
2-stop M→H→H   ,87:06.475,"[29, 30]"
2-stop M→H→H   ,87:06.475,"[29, 65]"
2-stop H→M→H   ,87:06.475,"[1, 30]"
2-stop H→M→H   ,87:06.475,"[36, 65]"
2-stop H→H→M   ,87:06.475,"[1, 37]"
2-stop H→H→M   ,87:06.475,"[36, 37]"
2-stop M→H→H   ,87:06.479,"[21, 27]"
2-stop M→H→H   ,87:06.479,"[21, 60]"
2-stop H→M→H   ,87:06.479,"[6, 27]"
2-stop H→M→H   ,87:06.479,"[39, 60]"
2-stop H→H→M   ,87:06.479,"[6, 45]"
2-stop H→H→M   ,87:06.479,"[39, 45]"
2-stop M→H→H   ,87:06.481,"[35, 39]"
2-stop M→H→H   ,87:06.481,"[35, 62]"
2-stop H→M→H   ,87:06.481,"[4, 39]"
2-stop H→M→H   ,87:06.481,"[27, 62]"
2-stop H→H→M   ,87:06.481,"[4, 31]"
2-stop H→H→M   ,87:06.481,"[27, 31]"
2-stop M→H→H   ,87:06.489,"[15, 28]"
2-stop M→H→H   ,87:06.489,"[15, 53]"
2-stop H→M→H   ,87:06.489,"[13, 28]"
2-stop H→M→H   ,87:06.489,"[38, 53]"
2-stop H→H→M   ,87:06.489,"[13, 51]"
2-stop H→H→M   ,87:06.489,"[38, 51]"
2-stop S→S→M   ,87:06.505,"[8, 52]"
2-stop S→S→M   ,87:06.505,"[44, 52]"
2-stop S→M→S   ,87:06.505,"[8, 22]"
2-stop S→M→S   ,87:06.505,"[44, 58]"
2-stop M→S→S   ,87:06.505,"[14, 22]"
2-stop M→S→S   ,87:06.505,"[14, 58]"
2-stop M→M→H   ,87:06.507,"[10, 50]"
2-stop M→M→H   ,87:06.507,"[40, 50]"
2-stop M→H→M   ,87:06.507,"[10, 26]"
2-stop M→H→M   ,87:06.507,"[40, 56]"
2-stop H→M→M   ,87:06.507,"[16, 26]"
2-stop H→M→M   ,87:06.507,"[16, 56]"
2-stop S→S→M   ,87:06.512,"[15, 60]"
2-stop S→S→M   ,87:06.512,"[45, 60]"
2-stop S→M→S   ,87:06.512,"[15, 21]"
2-stop S→M→S   ,87:06.512,"[45, 51]"
2-stop S→M→H   ,87:06.512,"[6, 21]"
2-stop S→H→M   ,87:06.512,"[6, 51]"
2-stop M→S→S   ,87:06.512,"[6, 21]"
2-stop M→S→S   ,87:06.512,"[6, 51]"
2-stop M→S→H   ,87:06.512,"[15, 21]"
2-stop M→H→S   ,87:06.512,"[15, 60]"
2-stop H→S→M   ,87:06.512,"[45, 51]"
2-stop H→M→S   ,87:06.512,"[45, 60]"
2-stop S→M→M   ,87:06.515,"[16, 20]"
2-stop S→M→M   ,87:06.515,"[16, 62]"
2-stop M→S→M   ,87:06.515,"[4, 20]"
2-stop M→S→M   ,87:06.515,"[46, 62]"
2-stop M→M→S   ,87:06.515,"[4, 50]"
2-stop M→M→S   ,87:06.515,"[46, 50]"
2-stop M→M→H   ,87:06.515,"[4, 25]"
2-stop M→M→H   ,87:06.515,"[21, 25]"
2-stop M→H→M   ,87:06.515,"[4, 45]"
2-stop M→H→M   ,87:06.515,"[21, 62]"
2-stop H→M→M   ,87:06.515,"[41, 45]"
2-stop H→M→M   ,87:06.515,"[41, 62]"
2-stop S→M→H   ,87:06.517,"[40, 47]"
2-stop S→H→M   ,87:06.517,"[40, 59]"
2-stop M→S→H   ,87:06.517,"[7, 47]"
2-stop M→H→S   ,87:06.517,"[7, 26]"
2-stop H→S→M   ,87:06.517,"[19, 59]"
2-stop H→M→S   ,87:06.517,"[19, 26]"
2-stop M→H→H   ,87:06.529,"[31, 32]"
2-stop M→H→H   ,87:06.529,"[31, 65]"
2-stop H→M→H   ,87:06.529,"[1, 32]"
2-stop H→M→H   ,87:06.529,"[34, 65]"
2-stop H→H→M   ,87:06.529,"[1, 35]"
2-stop H→H→M   ,87:06.529,"[34, 35]"
2-stop S→M→H   ,87:06.536,"[39, 43]"
2-stop S→H→M   ,87:06.536,"[39, 62]"
2-stop M→S→H   ,87:06.536,"[4, 43]"
2-stop M→H→S   ,87:06.536,"[4, 27]"
2-stop H→S→M   ,87:06.536,"[23, 62]"
2-stop H→M→S   ,87:06.536,"[23, 27]"
2-stop M→M→H   ,87:06.541,"[1, 28]"
2-stop M→M→H   ,87:06.541,"[27, 28]"
2-stop M→H→M   ,87:06.541,"[1, 39]"
2-stop M→H→M   ,87:06.541,"[27, 65]"
2-stop H→M→M   ,87:06.541,"[38, 39]"
2-stop H→M→M   ,87:06.541,"[38, 65]"
